f_ghz,gain_imb_db,phase_imb_deg,cm_leak_dbc
1.513561249999999969e+00,1.689999999987534807e-05,8.352959999996301121e-03,-8.274503744999999810e+01
1.548816619999999977e+00,1.775999999997779355e-05,8.548210000014933030e-03,-8.254504380000000197e+01
1.584893190000000063e+00,1.866999999977636548e-05,8.747239999991052173e-03,-8.234505104999999503e+01
1.621810100000000032e+00,1.960999999983670250e-05,8.950340000012602104e-03,-8.214505952999999749e+01
1.659586910000000026e+00,2.058999999965394068e-05,9.159530000005133843e-03,-8.194506902999999909e+01
1.698243649999999993e+00,2.162999999999470901e-05,9.372539999986884141e-03,-8.174507962999999222e+01
1.737800830000000074e+00,2.272000000003160380e-05,9.590840000015532496e-03,-8.154509139999998979e+01
1.778279409999999894e+00,2.383999999988617446e-05,9.813660000020263396e-03,-8.134510435999999345e+01
1.819700859999999976e+00,2.503000000020350058e-05,1.004204000000186170e-02,-8.114511842000000286e+01
1.862087140000000085e+00,2.628000000015617843e-05,1.027579000000855558e-02,-8.094513378000000614e+01
1.905460719999999997e+00,2.757999999980498274e-05,1.051555999998754487e-02,-8.074515030000000593e+01
1.949844600000000039e+00,2.894999999991654249e-05,1.075983999999152729e-02,-8.054516811999999959e+01
1.995262309999999983e+00,3.036999999972422870e-05,1.101099000001681816e-02,-8.034518724000000134e+01
2.041737939999999973e+00,3.186999999993389565e-05,1.126723000001561559e-02,-8.014520765999999696e+01
2.089296130000000140e+00,3.344000000016222884e-05,1.152974000001449895e-02,-7.994522944000000564e+01
2.137962089999999815e+00,3.507000000002591378e-05,1.179756999999881373e-02,-7.974525269000000094e+01
2.187761619999999851e+00,3.679000000023080474e-05,1.207277000000317457e-02,-7.954527731000000301e+01
2.238721139999999998e+00,3.858999999994949803e-05,1.235334999998372041e-02,-7.934530347999999833e+01
2.290867650000000033e+00,4.047000000007017206e-05,1.264132000000017797e-02,-7.914533111999999448e+01
2.344228820000000102e+00,4.244000000008796292e-05,1.293570999999360538e-02,-7.894536043000000802e+01
2.398832919999999813e+00,4.450000000000287059e-05,1.323658999999111074e-02,-7.874539138000000094e+01
2.454708919999999850e+00,4.666000000019820959e-05,1.354514000001927343e-02,-7.854542399000000330e+01
2.511886430000000114e+00,4.892999999972502678e-05,1.385960000001773551e-02,-7.834545844000000159e+01
2.570395780000000130e+00,5.129999999997636451e-05,1.418236000000661079e-02,-7.814549467999999877e+01
2.630267990000000111e+00,5.376999999961995513e-05,1.451293000002351619e-02,-7.794553272000000277e+01
2.691534799999999894e+00,5.637000000024983137e-05,1.485002999999096573e-02,-7.774557271999999841e+01
2.754228700000000085e+00,5.908999999970632189e-05,1.519557000000304470e-02,-7.754561480000000984e+01
2.818382929999999842e+00,6.192999999976578351e-05,1.554969000000028245e-02,-7.734565890999999738e+01
2.884031499999999859e+00,6.491000000030666683e-05,1.591179999999781103e-02,-7.714570519000000104e+01
2.951209229999999906e+00,6.803999999993592951e-05,1.628156999998964238e-02,-7.694575370000001158e+01
3.019951719999999895e+00,7.130000000010738859e-05,1.666102999999452550e-02,-7.674580455000000256e+01
3.090295429999999843e+00,7.473000000013385602e-05,1.704852000000300905e-02,-7.654585780000000739e+01
3.162277659999999990e+00,7.831000000013688123e-05,1.744478000000526663e-02,-7.634591355000000590e+01
3.235936569999999790e+00,8.205999999999491479e-05,1.785093999998821346e-02,-7.614597185000000934e+01
3.311311209999999949e+00,8.598000000015204591e-05,1.826558000001909932e-02,-7.594603276000000847e+01
3.388441559999999964e+00,9.009999999998186127e-05,1.869073999998249747e-02,-7.574609649999999306e+01
3.467368500000000076e+00,9.439000000011077418e-05,1.912597999998411069e-02,-7.554616299999999285e+01
3.548133889999999901e+00,9.890000000023491111e-05,1.957036999999672844e-02,-7.534623254999999631e+01
3.630780549999999884e+00,1.036199999999709576e-04,2.002556000002186920e-02,-7.514630513999999550e+01
3.715352289999999780e+00,1.085599999997022280e-04,2.049081000001251596e-02,-7.494638076999999043e+01
3.801893960000000128e+00,1.137399999997512623e-04,2.096798000002308981e-02,-7.474645979999999668e+01
3.890451450000000033e+00,1.191499999997347459e-04,2.145564999997873201e-02,-7.454654215999998712e+01
3.981071710000000152e+00,1.248200000003585330e-04,2.195405999998456537e-02,-7.434662803000000508e+01
4.073802780000000290e+00,1.307499999998462670e-04,2.246420000000171058e-02,-7.414671758000000068e+01
4.168693829999999600e+00,1.369600000002968443e-04,2.298686999998267311e-02,-7.394681077999999275e+01
4.265795190000000403e+00,1.434699999998123587e-04,2.352063000000725879e-02,-7.374690780000000245e+01
4.365158319999999925e+00,1.502799999997250779e-04,2.406793000000106986e-02,-7.354700883000000999e+01
4.466835920000000293e+00,1.574100000003575417e-04,2.462708999999563275e-02,-7.334711401999999225e+01
4.570881899999999831e+00,1.648699999998726184e-04,2.519936999999572436e-02,-7.314722331999999483e+01
4.677351409999999987e+00,1.726900000003084301e-04,2.578496999998947103e-02,-7.294733707999999694e+01
4.786300920000000403e+00,1.808599999999493946e-04,2.638412000001721935e-02,-7.274745527999999695e+01
4.897788189999999986e+00,1.894299999998239059e-04,2.699609999999097454e-02,-7.254757811999999717e+01
5.011872340000000037e+00,1.983999999999319641e-04,2.762323999999694024e-02,-7.234770564000000093e+01
5.128613839999999868e+00,2.077800000002127945e-04,2.826503000000002430e-02,-7.214783816000000627e+01
5.248074599999999812e+00,2.176099999999792090e-04,2.892110999999886189e-02,-7.194797563000000196e+01
5.370317960000000390e+00,2.278900000001193860e-04,2.959333999999103071e-02,-7.174811825999999826e+01
5.495408740000000236e+00,2.386599999999461375e-04,3.027983999999150910e-02,-7.154826631000000248e+01
5.623413249999999586e+00,2.499299999998427779e-04,3.098299000001247805e-02,-7.134841965999999047e+01
5.754399369999999792e+00,2.617300000000710725e-04,3.170149999999694046e-02,-7.114857862999998872e+01
5.888436549999999770e+00,2.740800000000653824e-04,3.243659999998271815e-02,-7.094874326000000053e+01
6.025595860000000137e+00,2.870100000000874729e-04,3.318980000000237851e-02,-7.074891379999999685e+01
6.165950020000000364e+00,3.005400000000157945e-04,3.395910000000412765e-02,-7.054909029999998893e+01
6.309573440000000311e+00,3.147100000000513376e-04,3.474699999998165367e-02,-7.034927292000000421e+01
6.456542289999999795e+00,3.295400000000725527e-04,3.555259999998838794e-02,-7.014946178000000998e+01
6.606934479999999610e+00,3.450699999998363410e-04,3.637670000000525761e-02,-6.994965711999999769e+01
6.760829750000000082e+00,3.613200000001093315e-04,3.721959999998603053e-02,-6.974985891999999410e+01
6.918309709999999946e+00,3.783299999997602470e-04,3.808230000001344706e-02,-6.955006731999999658e+01
7.079457839999999891e+00,3.961299999999390309e-04,3.896369999998228195e-02,-6.935028253000000120e+01
7.244359600000000121e+00,4.147699999998977205e-04,3.986629999997148843e-02,-6.915050455999998746e+01
7.413102409999999587e+00,4.342800000003421701e-04,4.078950000001668741e-02,-6.895073377999999309e+01
7.585775749999999817e+00,4.546899999997577879e-04,4.173359999998638159e-02,-6.875096994999999822e+01
7.762471170000000420e+00,4.760700000003836863e-04,4.269880000001080589e-02,-6.855121357000000160e+01
7.943282349999999603e+00,4.984399999998778696e-04,4.368719999999370884e-02,-6.835146446999999625e+01
8.128305160000000029e+00,5.218500000001569106e-04,4.469710000000759464e-02,-6.815172291000000371e+01
8.317637709999999629e+00,5.463500000000287571e-04,4.573049999999057036e-02,-6.795198897000000215e+01
8.511380380000000301e+00,5.719999999995728501e-04,4.678780000000415384e-02,-6.775226270000000284e+01
8.709635900000000319e+00,5.988399999998783585e-04,4.786839999999870088e-02,-6.755254436999999257e+01
8.912509379999999481e+00,6.269300000001365447e-04,4.897469999997383638e-02,-6.735283397000000605e+01
9.120108390000000398e+00,6.563399999999219858e-04,5.010469999999145330e-02,-6.715313167000000760e+01
9.332543010000000194e+00,6.871199999998189867e-04,5.126110000000494438e-02,-6.695343755000000385e+01
9.549925860000000100e+00,7.193199999999677630e-04,5.244419999999649917e-02,-6.675375171999999679e+01
9.772372210000000337e+00,7.530299999998213423e-04,5.365349999999580177e-02,-6.655407433999999967e+01
1.000000000000000000e+01,7.882999999999640295e-04,5.488969999998971616e-02,-6.635440549999999860e+01
1.023292990000000025e+01,8.252299999997880775e-04,5.615499999998974090e-02,-6.615474539999999593e+01
1.047128550000000047e+01,8.638599999999385659e-04,5.744759999998905187e-02,-6.595509409999999662e+01
1.071519310000000047e+01,9.043000000001910621e-04,5.876939999998853636e-02,-6.575545173000000432e+01
1.096478199999999958e+01,9.466099999997368286e-04,6.012140000001409135e-02,-6.555581854000000419e+01
1.122018450000000023e+01,9.909000000001277897e-04,6.150410000000761102e-02,-6.535619463000000451e+01
1.148153620000000075e+01,1.037239999999606255e-03,6.291730000000939071e-02,-6.515658014999999637e+01
1.174897550000000024e+01,1.085740000000168237e-03,6.436189999999442080e-02,-6.495697533000000590e+01
1.202264429999999962e+01,1.136479999999995272e-03,6.583960000000388391e-02,-6.475738033999999743e+01
1.230268769999999989e+01,1.189590000000073644e-03,6.734979999998813582e-02,-6.455779536000000007e+01
1.258925409999999978e+01,1.245159999999856382e-03,6.889370000001804328e-02,-6.435822063999999898e+01
1.288249549999999921e+01,1.303310000000390545e-03,7.047120000001427798e-02,-6.415865652000000807e+01
1.318256739999999994e+01,1.364149999999675344e-03,7.208389999999553766e-02,-6.395910322000000292e+01
1.348962880000000020e+01,1.427829999999907784e-03,7.373300000000426735e-02,-6.375956101999999959e+01
1.380384259999999941e+01,1.494439999999652713e-03,7.541710000000989567e-02,-6.356003031000000192e+01
1.412537539999999936e+01,1.564150000000097407e-03,7.713959999998110106e-02,-6.336051127999999721e+01
1.445439769999999946e+01,1.637080000000068480e-03,7.889890000001287262e-02,-6.316100457000000290e+01
1.479108390000000028e+01,1.713379999999986580e-03,8.069699999998647399e-02,-6.296151035999999834e+01
1.513561250000000058e+01,1.793230000000090030e-03,8.253479999999058236e-02,-6.276202923000000311e+01
1.548816620000000022e+01,1.876760000000032846e-03,8.441150000001584885e-02,-6.256256169999999628e+01
1.584893190000000018e+01,1.964150000000053353e-03,8.633000000000379259e-02,-6.236310818999999839e+01
1.621810100000000077e+01,2.055570000000006559e-03,8.828920000001971857e-02,-6.216366933999999844e+01
1.659586910000000159e+01,2.151220000000009236e-03,9.029040000001486987e-02,-6.196424573000000180e+01
1.698243649999999860e+01,2.251279999999855619e-03,9.233459999998672174e-02,-6.176483805000000160e+01
1.737800830000000119e+01,2.355950000000106570e-03,9.442269999999552965e-02,-6.156544702000000058e+01
1.778279410000000027e+01,2.465439999999929910e-03,9.655509999998912463e-02,-6.136607340999999849e+01
1.819700860000000020e+01,2.579969999999764951e-03,9.873260000000527725e-02,-6.116671807999999544e+01
1.862087139999999863e+01,2.699760000000051008e-03,1.009549999999990177e-01,-6.096738174000000043e+01
1.905460719999999952e+01,2.825049999999773576e-03,1.032251000000030672e-01,-6.076806538000000302e+01
1.949844600000000128e+01,2.956100000000017047e-03,1.055422000000021399e-01,-6.056877006999999935e+01
1.995262310000000028e+01,3.093149999999766919e-03,1.079068000000233951e-01,-6.036949686999999898e+01
2.041737940000000151e+01,3.236479999999986035e-03,1.103206999999883919e-01,-6.017024689000000137e+01
2.089296129999999962e+01,3.386380000000244195e-03,1.127832000000239532e-01,-5.997102127000000138e+01
2.137962089999999904e+01,3.543109999999849435e-03,1.152969000000041433e-01,-5.977182126999999667e+01
2.187761619999999851e+01,3.706999999999904816e-03,1.178605000000061409e-01,-5.957264821999999782e+01
2.238721140000000176e+01,3.878369999999797813e-03,1.204753000000096108e-01,-5.937350373000000303e+01
2.290867649999999855e+01,4.057520000000369720e-03,1.231429999999988922e-01,-5.917438903000000039e+01
2.344228820000000013e+01,4.244820000000260052e-03,1.258627999999930580e-01,-5.897530591000000300e+01
2.398832919999999902e+01,4.440630000000389543e-03,1.286357000000180051e-01,-5.877625594999999947e+01
2.454708919999999850e+01,4.645310000000346662e-03,1.314624000000037540e-01,-5.857724094999999664e+01
2.511886429999999848e+01,4.859229999999659100e-03,1.343430999999952746e-01,-5.837826271000000133e+01
2.570395780000000130e+01,5.082819999999710348e-03,1.372793999999828429e-01,-5.817932332999999545e+01
2.630267990000000111e+01,5.316480000000067818e-03,1.402699000000211527e-01,-5.798042479000000071e+01
2.691534800000000160e+01,5.560659999999995051e-03,1.433168000000080156e-01,-5.778156918000000530e+01
2.754228700000000174e+01,5.815789999999987359e-03,1.464183999999875141e-01,-5.758275908000000243e+01
2.818382929999999931e+01,6.082359999999953359e-03,1.495771000000161166e-01,-5.738399661999999779e+01
2.884031500000000037e+01,6.360819999999822727e-03,1.527920999999992091e-01,-5.718528444000000377e+01
2.951209229999999906e+01,6.651699999999927115e-03,1.560638999999923726e-01,-5.698662523000000135e+01
3.019951719999999895e+01,6.955510000000053594e-03,1.593919000000028063e-01,-5.678802178000000112e+01
3.090295430000000110e+01,7.272789999999806909e-03,1.627758999999855405e-01,-5.658947699999999514e+01
3.162277660000000168e+01,7.604100000000002524e-03,1.662171000000114418e-01,-5.639099412000000200e+01
3.235936569999999790e+01,7.950029999999941310e-03,1.697154000000011820e-01,-5.619257620999999858e+01
3.311311210000000216e+01,8.311149999999933868e-03,1.732695999999975811e-01,-5.599422674999999572e+01
3.388441559999999697e+01,8.688089999999926150e-03,1.768791000000078384e-01,-5.579594944000000112e+01
3.467368499999999898e+01,9.081490000000025375e-03,1.805453000000056818e-01,-5.559774795000000580e+01
3.548133889999999724e+01,9.491999999999833904e-03,1.842648999999880743e-01,-5.539962625999999801e+01
3.630780550000000062e+01,9.920299999999881990e-03,1.880395000000021355e-01,-5.520158847000000435e+01
3.715352289999999869e+01,1.036709999999985143e-02,1.918670999999960713e-01,-5.500363896999999724e+01
3.801893960000000305e+01,1.083311000000009017e-02,1.957476000000042404e-01,-5.480578243999999444e+01
3.890451449999999767e+01,1.131905999999993639e-02,1.996790999999973337e-01,-5.460802359999999567e+01
3.981071709999999797e+01,1.182573600000003111e-02,2.036607000000003609e-01,-5.441036746300000004e+01
4.073802779999999757e+01,1.235389300000000468e-02,2.076911000000052354e-01,-5.421281942699999945e+01
4.168693830000000133e+01,1.290433899999998690e-02,2.117680000000063956e-01,-5.401538497100000313e+01
4.265795190000000048e+01,1.347789500000007301e-02,2.158898999999792068e-01,-5.381806999299999461e+01
4.365158319999999748e+01,1.407539999999996017e-02,2.200548000000139837e-01,-5.362088052600000054e+01
4.466835919999999760e+01,1.469770800000003153e-02,2.242608999999902153e-01,-5.342382317300000238e+01
4.570881899999999831e+01,1.534569499999999254e-02,2.285061999999982163e-01,-5.322690453799999943e+01
4.677351409999999987e+01,1.602025200000001259e-02,2.327857999999878302e-01,-5.303013176700000031e+01
4.786300920000000048e+01,1.672228500000000340e-02,2.370993000000112261e-01,-5.283351219299999713e+01
4.897788189999999986e+01,1.745271400000000805e-02,2.414420000000063737e-01,-5.263705377800000207e+01
5.011872340000000037e+01,1.821247250000000012e-02,2.458119000000067444e-01,-5.244076447100000138e+01
5.128613839999999868e+01,1.900250529999999993e-02,2.502031999999871914e-01,-5.224465305100000023e+01
5.248074600000000345e+01,1.982376700000001990e-02,2.546135999999989963e-01,-5.204872828700000298e+01
5.370317959999999857e+01,2.067721599999999826e-02,2.590382999999860658e-01,-5.185299978999999837e+01
5.495408739999999881e+01,2.156382299999998198e-02,2.634727999999881831e-01,-5.165747716900000341e+01
5.623413250000000119e+01,2.248455400000004545e-02,2.679120999999895503e-01,-5.146217088499999903e+01
5.754399370000000147e+01,2.344037899999995567e-02,2.723510999999803062e-01,-5.126709170300000551e+01
5.888436550000000125e+01,2.443226400000009235e-02,2.767842999999743370e-01,-5.107225084499999923e+01
6.025595859999999959e+01,2.546116999999992192e-02,2.812058000000092761e-01,-5.087766004000000208e+01
6.165950019999999654e+01,2.652805000000002522e-02,2.856095000000209438e-01,-5.068333155999999917e+01
6.309573439999999778e+01,2.763383000000008138e-02,2.899888999999973294e-01,-5.048927838000000179e+01
6.456542290000000150e+01,2.877944000000010050e-02,2.943372000000010758e-01,-5.029551358000000505e+01
6.606934479999999610e+01,2.996577999999994191e-02,2.986472000000048865e-01,-5.010205131000000023e+01
