f_ghz,gain_imb_db,phase_imb_deg,cm_leak_dbc
1.862087139999999974e-01,-6.399999996631322574e-07,2.183270000017500934e-03,-9.439993255000000261e+01
1.905460720000000108e-01,-6.200000002287708867e-07,2.234200000003738751e-03,-9.419971907000000044e+01
1.949844599999999983e-01,-5.900000004110950158e-07,2.286040000001321459e-03,-9.399951489000000038e+01
1.995262309999999983e-01,-5.800000000277805157e-07,2.339500000005045877e-03,-9.379931949000000202e+01
2.041737939999999918e-01,-5.599999997052407252e-07,2.393899999987070260e-03,-9.359913240000000201e+01
2.089296129999999863e-01,-5.199999999483395641e-07,2.450189999990470824e-03,-9.339895352000000628e+01
2.137962089999999871e-01,-5.000000000698889835e-07,2.506839999995236212e-03,-9.319878233000000023e+01
2.187761619999999962e-01,-4.700000002522131126e-07,2.565869999983760863e-03,-9.299861866000000532e+01
2.238721140000000109e-01,-4.399999999904480319e-07,2.625730000005432885e-03,-9.279846204999999770e+01
2.290867649999999978e-01,-4.099999997286829512e-07,2.686320000009345677e-03,-9.259831228000000181e+01
2.344228819999999991e-01,-3.799999999110070803e-07,2.749930000021549859e-03,-9.239816913999999315e+01
2.398832919999999980e-01,-3.400000001541059191e-07,2.813209999999344291e-03,-9.219803217999999845e+01
2.454708919999999961e-01,-2.999999999531155481e-07,2.879159999991998120e-03,-9.199790133999999853e+01
2.511886429999999892e-01,-2.600000001962143870e-07,2.946070000007239287e-03,-9.179777626999999995e+01
2.570395779999999908e-01,-2.199999999952240159e-07,3.014509999985648392e-03,-9.159765668999999377e+01
2.630267989999999778e-01,-1.900000001775481451e-07,3.085300000009283394e-03,-9.139754231999999945e+01
2.691534800000000005e-01,-1.400000000373324838e-07,3.157520999991447752e-03,-9.119743318999999815e+01
2.754228699999999863e-01,-8.999999989711682247e-08,3.230427000005420268e-03,-9.099732881999999279e+01
2.818382930000000175e-01,-4.000000020099037101e-08,3.305486999977347295e-03,-9.079722914999999261e+01
2.884031499999999970e-01,1.000000038331450014e-08,3.383339999999179781e-03,-9.059713389000000916e+01
2.951209229999999795e-01,5.999999963535174174e-08,3.461786000002575747e-03,-9.039704301999999814e+01
3.019951719999999784e-01,1.200000001588819032e-07,3.542769000006273927e-03,-9.019695606999999882e+01
3.090295430000000176e-01,1.799999997942336449e-07,3.625368000001572000e-03,-8.999687323999999933e+01
3.162277660000000212e-01,2.399999998736745965e-07,3.709780000008322531e-03,-8.979679403000000093e+01
3.235936569999999790e-01,2.999999999531155481e-07,3.796313999998801592e-03,-8.959671844000000362e+01
3.311311209999999727e-01,3.600000000325564997e-07,3.884382000023833825e-03,-8.939664632000000211e+01
3.388441560000000075e-01,4.399999999904480319e-07,3.974486999993587233e-03,-8.919657755999999438e+01
3.467368499999999854e-01,5.100000000091142738e-07,4.067219999996041224e-03,-8.899651183999999660e+01
3.548133889999999790e-01,5.899999999670058060e-07,4.162250000007361450e-03,-8.879644921000000579e+01
3.630780550000000106e-01,6.599999999856720478e-07,4.259324999992486482e-03,-8.859638952999999617e+01
3.715352290000000224e-01,7.600000002661033704e-07,4.358261999982460111e-03,-8.839633261999999547e+01
3.801893960000000128e-01,8.400000002239949026e-07,4.459944000018367660e-03,-8.819627831999999046e+01
3.890451449999999811e-01,9.300000001211117251e-07,4.564322000021547865e-03,-8.799622662999999534e+01
3.981071709999999819e-01,1.030000000401543048e-06,4.670408999999153821e-03,-8.779617736999999522e+01
4.073802779999999846e-01,1.139999999733021241e-06,4.779280000008157003e-03,-8.759613041999999439e+01
4.168693829999999823e-01,1.249999999952677854e-06,4.890071000005491442e-03,-8.739608583000000408e+01
4.265795190000000181e-01,1.349999999789019967e-06,5.003979000008484945e-03,-8.719604336000000444e+01
4.365158319999999925e-01,1.470000000391991080e-06,5.121267000021134663e-03,-8.699600294999999051e+01
4.466835920000000182e-01,1.600000000046009063e-06,5.240257000025394518e-03,-8.679596448000000919e+01
4.570881900000000053e-01,1.729999999700027047e-06,5.362340000004905960e-03,-8.659592800000000068e+01
4.677351410000000209e-01,1.859999999798134240e-06,5.486972100015918841e-03,-8.639589340999999934e+01
4.786300920000000070e-01,1.999999999835466724e-06,5.614681800011567248e-03,-8.619586046999999951e+01
4.897788189999999764e-01,2.150000000256113708e-06,5.746070399993641331e-03,-8.599582929000000320e+01
5.011872339999999815e-01,2.310000000171896772e-06,5.879816600014464711e-03,-8.579579975000000047e+01
5.128613840000000312e-01,2.470000000087679837e-06,6.016680700014376271e-03,-8.559577181000000223e+01
5.248074600000000034e-01,2.640000000386777401e-06,6.156508499998381012e-03,-8.539574537999999393e+01
5.370317959999999502e-01,2.810000000241785756e-06,6.300236000015502214e-03,-8.519572042000000067e+01
5.495408739999999570e-01,2.999999999975244691e-06,6.446897000017770551e-03,-8.499569678999999667e+01
5.623413250000000030e-01,3.190000000152792836e-06,6.597623000004659843e-03,-8.479567459999999812e+01
5.754399369999999569e-01,3.399999999764702352e-06,6.750655000018923602e-03,-8.459565372999999511e+01
5.888436550000000214e-01,3.620000000204015578e-06,6.908344999999371794e-03,-8.439563404999999818e+01
6.025595860000000359e-01,3.840000000199239594e-06,7.069166999997378298e-03,-8.419561567000000935e+01
6.165950019999999476e-01,4.080000000072914190e-06,7.233718000009048410e-03,-8.399559848999999190e+01
6.309573440000000311e-01,4.320000000390677997e-06,7.402728999977625790e-03,-8.379558249999999475e+01
6.456542290000000239e-01,4.569999999759488674e-06,7.575071999980309556e-03,-8.359556754999999839e+01
6.606934479999999610e-01,4.850000000278242851e-06,7.750764000007848153e-03,-8.339555374999999060e+01
6.760829750000000304e-01,5.129999999908818609e-06,7.931979999995064645e-03,-8.319554100999999946e+01
6.918309710000000168e-01,5.429999999861934157e-06,8.117054999985384711e-03,-8.299552932000000283e+01
7.079457839999999669e-01,5.739999999754274995e-06,8.305497000009154362e-03,-8.279551863999999739e+01
7.244359599999999899e-01,6.060000000029930334e-06,8.498991999999816471e-03,-8.259550889000000495e+01
7.413102409999999809e-01,6.400000000184036253e-06,8.697415000000319196e-03,-8.239550020999999447e+01
7.585775750000000039e-01,6.759999999772503543e-06,8.899835999983451984e-03,-8.219549238000000457e+01
7.762471170000000420e-01,7.129999999744285333e-06,9.106532000004108340e-03,-8.199548550000000091e+01
7.943282350000000491e-01,7.520000000038606913e-06,9.318993999983149479e-03,-8.179547961000000100e+01
8.128305160000000029e-01,7.929999999767289864e-06,9.535938999988502474e-03,-8.159547458000000120e+01
8.317637709999999851e-01,8.350000000323376526e-06,9.758314000009704614e-03,-8.139547050999999556e+01
8.511380379999999857e-01,8.800000000253049848e-06,9.985312999987172589e-03,-8.119546732999999961e+01
8.709635900000000097e-01,9.270000000061173751e-06,1.021838299999444644e-02,-8.099546492000000342e+01
8.912509379999999926e-01,9.759999999747748234e-06,1.045623300001352618e-02,-8.079546346000000767e+01
9.120108390000000176e-01,1.028000000014017701e-05,1.069985000000883701e-02,-8.059546291000000906e+01
9.332543009999999528e-01,1.081999999996696715e-05,1.094850000001201806e-02,-8.039546321999999634e+01
9.549925860000000322e-01,1.137000000017707180e-05,1.120373999998491854e-02,-8.019546431999999925e+01
9.772372209999999892e-01,1.195999999969998839e-05,1.146446000001333232e-02,-7.999546643000000756e+01
1.000000000000000000e+00,1.258999999986798457e-05,1.173183000000221909e-02,-7.979546934000001102e+01
1.023292990000000069e+00,1.323000000041929525e-05,1.200538000000506145e-02,-7.959547314000000995e+01
1.047128550000000047e+00,1.390999999983932867e-05,1.228495999998813204e-02,-7.939547781000000271e+01
1.071519310000000003e+00,1.461999999996521638e-05,1.257080000002019915e-02,-7.919548349999999459e+01
1.096478199999999958e+00,1.535999999990877996e-05,1.286344999999755601e-02,-7.899548996000000045e+01
1.122018449999999889e+00,1.614000000005333391e-05,1.316288999998960207e-02,-7.879549740999999585e+01
1.148153619999999986e+00,1.695999999995478902e-05,1.346944000002281427e-02,-7.859550588000000459e+01
1.174897550000000068e+00,1.781000000011800921e-05,1.378385999998954503e-02,-7.839551526999998998e+01
1.202264430000000051e+00,1.870000000003813057e-05,1.410430999999334745e-02,-7.819552555999999299e+01
1.230268769999999900e+00,1.964000000009846758e-05,1.443337000000610715e-02,-7.799553693000000010e+01
1.258925410000000022e+00,2.061999999991570576e-05,1.476908999998727268e-02,-7.779554935000000171e+01
1.288249549999999966e+00,2.164000000037802351e-05,1.511292999998659070e-02,-7.759556274999999914e+01
1.318256740000000038e+00,2.272000000003160380e-05,1.546487000001661727e-02,-7.739557728000001191e+01
1.348962879999999975e+00,2.383999999988617446e-05,1.582533999999213847e-02,-7.719559284999999704e+01
1.380384260000000030e+00,2.500999999988096079e-05,1.619428999998717700e-02,-7.699560967000000744e+01
1.412537539999999980e+00,2.624999999989441335e-05,1.657115000000430882e-02,-7.679562762000000475e+01
1.445439769999999902e+00,2.754000000004808157e-05,1.695691000000465465e-02,-7.659564679000000353e+01
1.479108389999999940e+00,2.888999999983710154e-05,1.735209000000281776e-02,-7.639566712999999254e+01
1.513561249999999969e+00,3.031000000008887696e-05,1.775576999997952043e-02,-7.619568888000000584e+01
1.548816619999999977e+00,3.179000000042009333e-05,1.816961000000105741e-02,-7.599571188999999549e+01
1.584893190000000063e+00,3.333999999988179752e-05,1.859285000000454602e-02,-7.579573634999999854e+01
1.621810100000000032e+00,3.496999999974548246e-05,1.902533999998468062e-02,-7.559576218000000836e+01
1.659586910000000026e+00,3.667000000007192284e-05,1.946854999999914071e-02,-7.539578953999999555e+01
1.698243649999999993e+00,3.844999999991216555e-05,1.992160000000353648e-02,-7.519581840000000739e+01
1.737800830000000074e+00,4.032000000009361429e-05,2.038526000001184002e-02,-7.499584891000000653e+01
1.778279409999999894e+00,4.227000000023295456e-05,2.085998000001154651e-02,-7.479588110000000256e+01
1.819700859999999976e+00,4.430999999982532245e-05,2.134590000000002874e-02,-7.459591497000000970e+01
1.862087140000000085e+00,4.645999999963734695e-05,2.184285999999246997e-02,-7.439595071000000814e+01
1.905460719999999997e+00,4.870000000023466669e-05,2.235145000000215987e-02,-7.419598829999999623e+01
1.949844600000000039e+00,5.104000000022423933e-05,2.287199999997824307e-02,-7.399602778000000569e+01
1.995262309999999983e+00,5.350999999986782996e-05,2.340458999998418221e-02,-7.379606927000000383e+01
2.041737939999999973e+00,5.607999999979185191e-05,2.394911999999749241e-02,-7.359611290000000849e+01
2.089296130000000140e+00,5.876999999987475576e-05,2.450726000000713611e-02,-7.339615872999999624e+01
2.137962089999999815e+00,6.159000000005576680e-05,2.507754999999178835e-02,-7.319620694000001038e+01
2.187761619999999851e+00,6.455000000027411033e-05,2.566133999999919979e-02,-7.299625745000000165e+01
2.238721139999999998e+00,6.765000000008569714e-05,2.625886999999238469e-02,-7.279631037000000049e+01
2.290867650000000033e+00,7.088999999993461643e-05,2.687026999998920473e-02,-7.259636598999999535e+01
2.344228820000000102e+00,7.428000000020418270e-05,2.749556000000552558e-02,-7.239642425999998920e+01
2.398832919999999813e+00,7.782999999994544282e-05,2.813571999999453510e-02,-7.219648540999999398e+01
2.454708919999999850e+00,8.154999999998580051e-05,2.879067999998596861e-02,-7.199654944999998918e+01
2.511886430000000114e+00,8.543999999988116656e-05,2.946034000001418462e-02,-7.179661652999999433e+01
2.570395780000000130e+00,8.951999999995408075e-05,3.014661000000273816e-02,-7.159668680000000052e+01
2.630267990000000111e+00,9.377999999982122858e-05,3.084843999999975495e-02,-7.139676045000000215e+01
2.691534799999999894e+00,9.825000000018846436e-05,3.156581000001779103e-02,-7.119683745999999758e+01
2.754228700000000085e+00,1.029300000001676096e-04,3.230078000001412875e-02,-7.099691826000000106e+01
2.818382929999999842e+00,1.078300000001419789e-04,3.305252999999197527e-02,-7.079700273999999638e+01
2.884031499999999859e+00,1.129600000000507976e-04,3.382134000000291962e-02,-7.059709105999999679e+01
2.951209229999999906e+00,1.183300000002773800e-04,3.460866000000351050e-02,-7.039718363999999440e+01
3.019951719999999895e+00,1.239599999998119984e-04,3.541411000000493914e-02,-7.019728044999999383e+01
3.090295429999999843e+00,1.298499999999869203e-04,3.623753000002238878e-02,-6.999738170999999909e+01
3.162277659999999990e+00,1.360099999998531928e-04,3.708097999998472005e-02,-6.979748761999999829e+01
3.235936569999999790e+00,1.424700000001166700e-04,3.794378000000619977e-02,-6.959759842000001129e+01
3.311311209999999949e+00,1.492199999999499482e-04,3.882656000001816210e-02,-6.939771428000000242e+01
3.388441559999999964e+00,1.562899999996147926e-04,3.972923999998556610e-02,-6.919783535000000541e+01
3.467368500000000076e+00,1.636999999998778321e-04,4.065410999999130581e-02,-6.899796200999999485e+01
3.548133889999999901e+00,1.714600000002342028e-04,4.159982999999556341e-02,-6.879809428999999454e+01
3.630780549999999884e+00,1.795800000001790409e-04,4.256746999999450054e-02,-6.859823264000000620e+01
3.715352289999999780e+00,1.880800000000348859e-04,4.355655000000524524e-02,-6.839837718999999083e+01
3.801893960000000128e+00,1.969800000001242779e-04,4.457002999998849191e-02,-6.819852828000000500e+01
3.890451450000000033e+00,2.062999999998815781e-04,4.560641000000487111e-02,-6.799868597999999054e+01
3.981071710000000152e+00,2.160500000001341903e-04,4.666671000001088032e-02,-6.779885089999999082e+01
4.073802780000000290e+00,2.262600000002557010e-04,4.775151999999138752e-02,-6.759902299000000880e+01
4.168693829999999600e+00,2.369600000000637863e-04,4.886203000000932661e-02,-6.739920279999999764e+01
4.265795190000000403e+00,2.481500000000025352e-04,4.999807999999461572e-02,-6.719939053000000229e+01
4.365158319999999925e+00,2.598700000002729382e-04,5.116015999999490305e-02,-6.699958657999999900e+01
4.466835920000000293e+00,2.721400000003093567e-04,5.234849999999369174e-02,-6.679979117000000599e+01
4.570881899999999831e+00,2.849799999999902411e-04,5.356504000002360044e-02,-6.660000474000000281e+01
4.677351409999999987e+00,2.984299999999606712e-04,5.481054000000540327e-02,-6.640022772999999745e+01
4.786300920000000403e+00,3.125000000001598721e-04,5.608353999997461869e-02,-6.620046028999999521e+01
4.897788189999999986e+00,3.272500000002231957e-04,5.738646000000358072e-02,-6.600070307000000014e+01
5.011872340000000037e+00,3.426699999997673274e-04,5.871960999999714659e-02,-6.580095629999999574e+01
5.128613839999999868e+00,3.588200000002039758e-04,6.008325000001946137e-02,-6.560122043999999164e+01
5.248074599999999812e+00,3.757200000000793239e-04,6.147859999998672720e-02,-6.540149590000000046e+01
5.370317960000000390e+00,3.934199999999776765e-04,6.290588999999613407e-02,-6.520178319000000045e+01
5.495408740000000236e+00,4.119400000002215734e-04,6.436641999999892505e-02,-6.500208270000000255e+01
5.623413249999999586e+00,4.313300000000630519e-04,6.586058999999977459e-02,-6.480239498999999626e+01
5.754399369999999792e+00,4.516400000000864168e-04,6.738995000000613800e-02,-6.460272048999999583e+01
5.888436549999999770e+00,4.728900000001701187e-04,6.895321999999737272e-02,-6.440305977999999243e+01
6.025595860000000137e+00,4.951300000000102841e-04,7.055334999998308376e-02,-6.420341340000000230e+01
6.165950020000000364e+00,5.184200000001304431e-04,7.218957999998565356e-02,-6.400378175999999542e+01
6.309573440000000311e+00,5.427899999999041825e-04,7.386446999998952379e-02,-6.380416557999999583e+01
6.456542289999999795e+00,5.682999999998550322e-04,7.557690000001571207e-02,-6.360456545000000261e+01
6.606934479999999610e+00,5.950100000000624334e-04,7.732930000000237669e-02,-6.340498185000000575e+01
6.760829750000000082e+00,6.229599999998391979e-04,7.912229999999453867e-02,-6.320541562000000368e+01
6.918309709999999946e+00,6.522099999997088560e-04,8.095540000002188208e-02,-6.300586720000000440e+01
7.079457839999999891e+00,6.828300000001341630e-04,8.283120000001531480e-02,-6.280633740999999759e+01
7.244359600000000121e+00,7.148899999998015176e-04,8.475039999999012252e-02,-6.260682690999999522e+01
7.413102409999999587e+00,7.484399999997393138e-04,8.671289999998066378e-02,-6.240733642000000003e+01
7.585775749999999817e+00,7.835500000004103072e-04,8.872060000001624758e-02,-6.220786675000000088e+01
7.762471170000000420e+00,8.203099999999352576e-04,9.077410000000440959e-02,-6.200841866999999752e+01
7.943282349999999603e+00,8.587699999997866485e-04,9.287460000001601657e-02,-6.180899300000000096e+01
8.128305160000000029e+00,8.990300000002449110e-04,9.502330000000824839e-02,-6.160959053999999924e+01
8.317637709999999629e+00,9.411699999999356692e-04,9.722039999999765314e-02,-6.141021228999999693e+01
8.511380380000000301e+00,9.852699999997049929e-04,9.946780000001353983e-02,-6.121085908999999958e+01
8.709635900000000319e+00,1.031429999999833313e-03,1.017673999999999523e-01,-6.101153189000000054e+01
8.912509379999999481e+00,1.079729999999834433e-03,1.041183999999759635e-01,-6.081223164000000025e+01
9.120108390000000398e+00,1.130290000000311323e-03,1.065227999999933672e-01,-6.061295956999999390e+01
9.332543010000000194e+00,1.183190000000333697e-03,1.089817999999809217e-01,-6.041371656999999828e+01
9.549925860000000100e+00,1.238559999999999661e-03,1.114977999999950953e-01,-6.021450390999999769e+01
9.772372210000000337e+00,1.296500000000033737e-03,1.140692999999828317e-01,-6.001532268000000414e+01
1.000000000000000000e+01,1.357140000000089941e-03,1.167001000000027489e-01,-5.981617409999999779e+01
1.023292990000000025e+01,1.420599999999883067e-03,1.193892999999945914e-01,-5.961705960000000459e+01
1.047128550000000047e+01,1.487000000000016087e-03,1.221401999999898180e-01,-5.941798047999999710e+01
1.071519310000000047e+01,1.556499999999960693e-03,1.249526999999943655e-01,-5.921893802999999679e+01
1.096478199999999958e+01,1.629219999999875768e-03,1.278275999999891610e-01,-5.901993388999999723e+01
1.122018450000000023e+01,1.705320000000121183e-03,1.307686000000103377e-01,-5.882096963000000045e+01
1.148153620000000075e+01,1.784950000000229409e-03,1.337744999999870288e-01,-5.862204672000000016e+01
1.174897550000000024e+01,1.868280000000055452e-03,1.368484999999850515e-01,-5.842316694000000155e+01
1.202264429999999962e+01,1.955459999999575871e-03,1.399914000000137548e-01,-5.822433211000000597e+01
1.230268769999999989e+01,2.046700000000178932e-03,1.432033999999759999e-01,-5.802554413999999383e+01
1.258925409999999978e+01,2.142149999999620746e-03,1.464880999999991218e-01,-5.782680492000000072e+01
1.288249549999999921e+01,2.242040000000056210e-03,1.498445999999944434e-01,-5.762811666000000344e+01
1.318256739999999994e+01,2.346540000000008064e-03,1.532763000000159082e-01,-5.742948134000000238e+01
1.348962880000000020e+01,2.455879999999854846e-03,1.567842000000041480e-01,-5.723090138999999965e+01
1.380384259999999941e+01,2.570280000000035869e-03,1.603685999999981959e-01,-5.703237926999999985e+01
1.412537539999999936e+01,2.689970000000041495e-03,1.640320999999858032e-01,-5.683391731999999763e+01
1.445439769999999946e+01,2.815190000000189485e-03,1.677769000000068900e-01,-5.663551838000000060e+01
1.479108390000000028e+01,2.946190000000070697e-03,1.716031999999927393e-01,-5.643718508999999983e+01
1.513561250000000058e+01,3.083240000000042613e-03,1.755134999999938827e-01,-5.623892035000000078e+01
1.548816620000000022e+01,3.226619999999957855e-03,1.795085999999912474e-01,-5.604072741000000235e+01
1.584893190000000018e+01,3.376599999999951862e-03,1.835902999999916574e-01,-5.584260950000000179e+01
1.621810100000000077e+01,3.533479999999977750e-03,1.877604000000019369e-01,-5.564456977000000393e+01
1.659586910000000159e+01,3.697599999999967579e-03,1.920197000000030130e-01,-5.544661205999999964e+01
1.698243649999999860e+01,3.869259999999874466e-03,1.963708000000110587e-01,-5.524873988000000224e+01
1.737800830000000119e+01,4.048799999999852517e-03,2.008150999999998021e-01,-5.505095727999999866e+01
1.778279410000000027e+01,4.236599999999812738e-03,2.053543000000104257e-01,-5.485326832000000508e+01
1.819700860000000020e+01,4.433000000000131280e-03,2.099900999999988471e-01,-5.465567733000000317e+01
1.862087139999999863e+01,4.638420000000031962e-03,2.147228999999981625e-01,-5.445818888000000157e+01
1.905460719999999952e+01,4.853219999999991430e-03,2.195547999999973854e-01,-5.426080756999999721e+01
1.949844600000000128e+01,5.077860000000100626e-03,2.244885000000067521e-01,-5.406353855000000408e+01
1.995262310000000028e+01,5.312750000000088235e-03,2.295245999999906417e-01,-5.386638695999999982e+01
2.041737940000000151e+01,5.558369999999923650e-03,2.346643999999855623e-01,-5.366935823999999400e+01
2.089296129999999962e+01,5.815160000000041407e-03,2.399093999999877269e-01,-5.347245801999999770e+01
2.137962089999999904e+01,6.083650000000107028e-03,2.452624000000014348e-01,-5.327569239999999695e+01
2.187761619999999851e+01,6.364339999999968356e-03,2.507228999999995267e-01,-5.307906762000000356e+01
2.238721140000000176e+01,6.657759999999957046e-03,2.562942000000134612e-01,-5.288259020999999649e+01
2.290867649999999855e+01,6.964470000000000383e-03,2.619758000000160791e-01,-5.268626699000000002e+01
2.344228820000000013e+01,7.285039999999964877e-03,2.677704000000176165e-01,-5.249010513999999716e+01
2.398832919999999902e+01,7.620090000000079300e-03,2.736792999999977383e-01,-5.229411214000000285e+01
2.454708919999999850e+01,7.970240000000128333e-03,2.797032999999942149e-01,-5.209829591999999820e+01
2.511886429999999848e+01,8.336129999999997153e-03,2.858430999999939104e-01,-5.190266455000000434e+01
2.570395780000000130e+01,8.718439999999993972e-03,2.921000999999989745e-01,-5.170722660999999931e+01
2.630267990000000111e+01,9.117860000000144183e-03,2.984763000000043576e-01,-5.151199098000000021e+01
2.691534800000000160e+01,9.535139999999886484e-03,3.049700999999913620e-01,-5.131696701999999988e+01
2.754228700000000174e+01,9.971009999999891349e-03,3.115848000000198681e-01,-5.112216447000000130e+01
2.818382929999999931e+01,1.042626000000002051e-02,3.183204999999986740e-01,-5.092759342000000089e+01
2.884031500000000037e+01,1.090170000000001416e-02,3.251770999999905598e-01,-5.073326454000000041e+01
2.951209229999999906e+01,1.139814999999999579e-02,3.321553000000108113e-01,-5.053918878999999720e+01
3.019951719999999895e+01,1.191649999999988552e-02,3.392557000000238077e-01,-5.034537777999999975e+01
3.090295430000000110e+01,1.245762999999988629e-02,3.464781000000130007e-01,-5.015184346000000204e+01
3.162277660000000168e+01,1.302247000000011923e-02,3.538226000000008753e-01,-4.995859844999999666e+01
3.235936569999999790e+01,1.361196999999991775e-02,3.612888000000111788e-01,-4.976565566000000018e+01
3.311311210000000216e+01,1.422711999999992649e-02,3.688756999999895925e-01,-4.957302875999999969e+01
3.388441559999999697e+01,1.486893999999994165e-02,3.765842999999904350e-01,-4.938073187999999902e+01
3.467368499999999898e+01,1.553846999999985989e-02,3.844133000000056199e-01,-4.918877982000000060e+01
3.548133889999999724e+01,1.623679600000005330e-02,3.923601000000189742e-01,-4.899718794399999666e+01
3.630780550000000062e+01,1.696501800000005389e-02,4.004256999999995514e-01,-4.880597213099999720e+01
3.715352289999999869e+01,1.772428199999998011e-02,4.086068999999952212e-01,-4.861514898299999743e+01
3.801893960000000305e+01,1.851575499999991159e-02,4.169016999999826112e-01,-4.842473594599999842e+01
3.890451449999999767e+01,1.934063699999999386e-02,4.253079000000070664e-01,-4.823475086900000264e+01
3.981071709999999797e+01,2.020015900000005082e-02,4.338244999999858464e-01,-4.804521246299999859e+01
4.073802779999999757e+01,2.109557399999995031e-02,4.424462000000062289e-01,-4.785614006799999487e+01
4.168693830000000133e+01,2.202817000000001357e-02,4.511717999999973472e-01,-4.766755412399999869e+01
4.265795190000000048e+01,2.299925600000002346e-02,4.599967999999989843e-01,-4.747947524899999650e+01
4.365158319999999748e+01,2.401016699999997117e-02,4.689167999999881431e-01,-4.729192542499999519e+01
4.466835919999999760e+01,2.506225900000003115e-02,4.779270000000224172e-01,-4.710492718500000109e+01
4.570881899999999831e+01,2.615691200000003214e-02,4.870230999999876076e-01,-4.691850391100000195e+01
4.677351409999999987e+01,2.729552399999998769e-02,4.961994000000231608e-01,-4.673267993399999654e+01
4.786300920000000048e+01,2.847950700000001500e-02,5.054498000000080538e-01,-4.654748034499999676e+01
4.897788189999999986e+01,2.971028829999999843e-02,5.147672999999883814e-01,-4.636293140129999557e+01
5.011872340000000037e+01,3.098930379999999957e-02,5.241445999999996275e-01,-4.617906004760000371e+01
5.128613839999999868e+01,3.231799600000001549e-02,5.335752000000013595e-01,-4.599589423800000532e+01
5.248074600000000345e+01,3.369781200000002142e-02,5.430488000000082138e-01,-4.581346306100000021e+01
5.370317959999999857e+01,3.513019299999997624e-02,5.525580999999988308e-01,-4.563179647199999778e+01
5.495408739999999881e+01,3.661657600000001178e-02,5.620930000000043947e-01,-4.545092542300000105e+01
5.623413250000000119e+01,3.815838500000001687e-02,5.716414000000042961e-01,-4.527088210200000162e+01
5.754399370000000147e+01,3.975702599999997311e-02,5.811946999999975105e-01,-4.509169947499999864e+01
5.888436550000000125e+01,4.141388300000004019e-02,5.907392000000015742e-01,-4.491341181999999321e+01
6.025595859999999959e+01,4.313030499999992440e-02,6.002629000000183623e-01,-4.473605447499999599e+01
6.165950019999999654e+01,4.490760599999998881e-02,6.097522999999966942e-01,-4.455966398000000339e+01
6.309573439999999778e+01,4.674705999999995143e-02,6.191931999999837899e-01,-4.438427782000000121e+01
6.456542290000000150e+01,4.864986000000004474e-02,6.285704000000009728e-01,-4.420993476000000300e+01
6.606934479999999610e+01,5.061716999999998912e-02,6.378680999999915002e-01,-4.403667470999999978e+01
